id,img_path,label,len
CUTMIX_0,./data/cutmix/CUTMIX_0.png,그이상,3
CUTMIX_1,./data/cutmix/CUTMIX_1.png,손길배,3
CUTMIX_2,./data/cutmix/CUTMIX_2.png,출도움,3
CUTMIX_3,./data/cutmix/CUTMIX_3.png,수학핌,3
CUTMIX_4,./data/cutmix/CUTMIX_4.png,큐제자,3
CUTMIX_5,./data/cutmix/CUTMIX_5.png,단독셜,3
CUTMIX_6,./data/cutmix/CUTMIX_6.png,채소파,3
CUTMIX_7,./data/cutmix/CUTMIX_7.png,수표속,3
CUTMIX_8,./data/cutmix/CUTMIX_8.png,건잦다,3
CUTMIX_9,./data/cutmix/CUTMIX_9.png,그림자,3
CUTMIX_10,./data/cutmix/CUTMIX_10.png,밖육군,3
CUTMIX_11,./data/cutmix/CUTMIX_11.png,말다구,3
CUTMIX_12,./data/cutmix/CUTMIX_12.png,탁혈액,3
CUTMIX_13,./data/cutmix/CUTMIX_13.png,닮다빚,3
CUTMIX_14,./data/cutmix/CUTMIX_14.png,문줄기,3
CUTMIX_15,./data/cutmix/CUTMIX_15.png,고개풀,3
CUTMIX_16,./data/cutmix/CUTMIX_16.png,띳변명,3
CUTMIX_17,./data/cutmix/CUTMIX_17.png,계란텅,3
CUTMIX_18,./data/cutmix/CUTMIX_18.png,벵범죄,3
CUTMIX_19,./data/cutmix/CUTMIX_19.png,가족엥,3
CUTMIX_20,./data/cutmix/CUTMIX_20.png,킁재능,3
CUTMIX_21,./data/cutmix/CUTMIX_21.png,오다카,3
CUTMIX_22,./data/cutmix/CUTMIX_22.png,삐영역,3
CUTMIX_23,./data/cutmix/CUTMIX_23.png,안주향,3
CUTMIX_24,./data/cutmix/CUTMIX_24.png,씻두부,3
CUTMIX_25,./data/cutmix/CUTMIX_25.png,벌금과,3
CUTMIX_26,./data/cutmix/CUTMIX_26.png,일따로,3
CUTMIX_27,./data/cutmix/CUTMIX_27.png,여섯퀼,3
CUTMIX_28,./data/cutmix/CUTMIX_28.png,묑시야,3
CUTMIX_29,./data/cutmix/CUTMIX_29.png,윗몸펑,3
CUTMIX_30,./data/cutmix/CUTMIX_30.png,왬일자,3
CUTMIX_31,./data/cutmix/CUTMIX_31.png,중심짖,3
CUTMIX_32,./data/cutmix/CUTMIX_32.png,휄시인,3
CUTMIX_33,./data/cutmix/CUTMIX_33.png,속도평,3
