id,img_path,label,len
THREES_0,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_0.png,놓치다,1
THREES_1,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_1.png,놓치다,1
THREES_2,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_2.png,놓치다,1
THREES_3,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_3.png,놓치다,1
THREES_4,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_4.png,놓치다,1
THREES_5,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_5.png,놓치다,1
THREES_6,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_6.png,놓치다,1
THREES_7,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_7.png,놓치다,1
THREES_8,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_8.png,놓치다,1
THREES_9,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_9.png,놓치다,1
THREES_10,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_10.png,놓치다,1
THREES_11,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_11.png,놓치다,1
THREES_12,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_12.png,동아리,1
THREES_13,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_13.png,동아리,1
THREES_14,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_14.png,동아리,1
THREES_15,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_15.png,동아리,1
THREES_16,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_16.png,동아리,1
THREES_17,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_17.png,동아리,1
THREES_18,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_18.png,동아리,1
THREES_19,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_19.png,동아리,1
THREES_20,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_20.png,동아리,1
THREES_21,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_21.png,동아리,1
THREES_22,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_22.png,동아리,1
THREES_23,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_23.png,동아리,1
THREES_24,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_24.png,동아리,1
THREES_25,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_25.png,동아리,1
THREES_26,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_26.png,나오다,1
THREES_27,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_27.png,나오다,1
THREES_28,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_28.png,나오다,1
THREES_29,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_29.png,나오다,1
THREES_30,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_30.png,나오다,1
THREES_31,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_31.png,나오다,1
THREES_32,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_32.png,나오다,1
THREES_33,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_33.png,나오다,1
THREES_34,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_34.png,나오다,1
THREES_35,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_35.png,나오다,1
THREES_36,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_36.png,나오다,1
THREES_37,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_37.png,나오다,1
THREES_38,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_38.png,나오다,1
THREES_39,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_39.png,가하다,1
THREES_40,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_40.png,가하다,1
THREES_41,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_41.png,가하다,1
THREES_42,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_42.png,가하다,1
THREES_43,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_43.png,가하다,1
THREES_44,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_44.png,가하다,1
THREES_45,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_45.png,가하다,1
THREES_46,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_46.png,가하다,1
THREES_47,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_47.png,가하다,1
THREES_48,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_48.png,가하다,1
THREES_49,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_49.png,가하다,1
THREES_50,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_50.png,가하다,1
THREES_51,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_51.png,가하다,1
THREES_52,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_52.png,가하다,1
THREES_53,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_53.png,본격적,1
THREES_54,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_54.png,본격적,1
THREES_55,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_55.png,본격적,1
THREES_56,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_56.png,본격적,1
THREES_57,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_57.png,본격적,1
THREES_58,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_58.png,본격적,1
THREES_59,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_59.png,본격적,1
THREES_60,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_60.png,본격적,1
THREES_61,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_61.png,본격적,1
THREES_62,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_62.png,본격적,1
THREES_63,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_63.png,본격적,1
THREES_64,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_64.png,본격적,1
THREES_65,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_65.png,본격적,1
THREES_66,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_66.png,본격적,1
THREES_67,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_67.png,체계적,1
THREES_68,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_68.png,체계적,1
THREES_69,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_69.png,체계적,1
THREES_70,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_70.png,체계적,1
THREES_71,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_71.png,체계적,1
THREES_72,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_72.png,체계적,1
THREES_73,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_73.png,체계적,1
THREES_74,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_74.png,체계적,1
THREES_75,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_75.png,체계적,1
THREES_76,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_76.png,체계적,1
THREES_77,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_77.png,체계적,1
THREES_78,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_78.png,체계적,1
THREES_79,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_79.png,체계적,1
THREES_80,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_80.png,체계적,1
THREES_81,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_81.png,외국어,1
THREES_82,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_82.png,외국어,1
THREES_83,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_83.png,외국어,1
THREES_84,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_84.png,외국어,1
THREES_85,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_85.png,외국어,1
THREES_86,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_86.png,외국어,1
THREES_87,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_87.png,외국어,1
THREES_88,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_88.png,외국어,1
THREES_89,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_89.png,외국어,1
THREES_90,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_90.png,외국어,1
THREES_91,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_91.png,외국어,1
THREES_92,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_92.png,외국어,1
THREES_93,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_93.png,외국어,1
THREES_94,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_94.png,외국어,1
THREES_95,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_95.png,외국어,1
THREES_96,/home/gyuseonglee/workspace/2301_OCR/data/threes/THREES_96.png,이따금,1
