id,img_path,label,len
TWOS_0,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_0.png,차차,1
TWOS_1,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_1.png,차차,1
TWOS_2,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_2.png,차차,1
TWOS_3,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_3.png,차차,1
TWOS_4,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_4.png,차차,1
TWOS_5,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_5.png,차차,1
TWOS_6,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_6.png,차차,1
TWOS_7,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_7.png,차차,1
TWOS_8,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_8.png,차차,1
TWOS_9,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_9.png,차차,1
TWOS_10,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_10.png,차차,1
TWOS_11,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_11.png,차차,1
TWOS_12,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_12.png,차차,1
TWOS_13,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_13.png,차차,1
TWOS_14,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_14.png,차차,1
TWOS_15,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_15.png,유월,1
TWOS_16,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_16.png,유월,1
TWOS_17,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_17.png,유월,1
TWOS_18,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_18.png,유월,1
TWOS_19,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_19.png,유월,1
TWOS_20,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_20.png,유월,1
TWOS_21,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_21.png,유월,1
TWOS_22,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_22.png,유월,1
TWOS_23,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_23.png,유월,1
TWOS_24,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_24.png,유월,1
TWOS_25,/home/gyuseonglee/workspace/2301_OCR/data/twos/TWOS_25.png,유월,1
